Artist Nationality,artist_iso3,Country of Subject: ,iso3,artist_name,Author WikiLink,title,Keep,Nudity,image_url,work_url,Location Reason,Author Background,birth_date,death_date,birth_place,source,tags,More info,is_local,filepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnish,FIN,Finland,FIN,Elin Danielson-Gambogi,https://en.wikipedia.org/wiki/Elin_Danielson-Gambogi,Mother,Yes,Yes,https://upload.wikimedia.org/wikipedia/commons/5/56/Elin_Danielson-Gambogi_Mor.jpg,https://en.wikipedia.org/wiki/Elin_Danielson-Gambogi#/media/File:Elin_Danielson-Gambogi_Mor.jpg,"Grew up in Finland, died in Italy",https://en.wikipedia.org/wiki/Elin_Danielson-Gambogi,,,,Wiki Commons,,https://www.wikiart.org/en/danielson-gambogi-elin/elin-danielson-gambogi-a-girl-by-the-oven-1894-1894/,FALSE,backend/images/FIN/children_artwork/Mother_modeled_by_artists_sister.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Finland,FIN,Elin Danielson-Gambogi (1861–1919),,,No,,https://upload.wikimedia.org/wikipedia/commons/7/76/Danielson-Gambogi%2C_%C3%84idin_huoli.jpg,"https://commons.wikimedia.org/wiki/File:Danielson-Gambogi,_%C3%84idin_huoli.jpg",,,,,,Wiki Commons,But love,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Finland,FIN,Albert Gebhard,,Abandoned ; Orphan,Yes,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Albert_Gebhard_-_Orphan.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Gebhard%20-%20Orphan.jpg,,,1869-04-29,1937-05-15,Toholampi,Wiki Commons,But love,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch,NLD,France,FRA,Jean-Baptiste-Siméon Chardin ,https://en.wikipedia.org/wiki/Jean_Sim%C3%A9on_Chardin,The Governess,Keep,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Jean-Baptiste_Simeon_Chardin_The_Governess.jpg,https://commons.wikimedia.org/wiki/File:Jean-Baptiste_Simeon_Chardin_The_Governess.jpg,French artist,https://en.wikipedia.org/wiki/Jean_Sim%C3%A9on_Chardin,,,,Wiki Commons,,https://www.wikiart.org/en/jean-baptiste-simeon-chardin/boy-with-a-top/,FALSE,backend/images/NDR/children_artwork/The_Governess.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French,FRA,French,FRA,Marie Bashkirtseva,https://en.wikipedia.org/wiki/Marie_Bashkirtseff,A meeting,Keep,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Marie_Bashkirtseff_-_A_meeting_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Marie_Bashkirtseff_-_A_meeting_-_Google_Art_Project.jpg,Russian artist but lived in Paris,https://en.wikipedia.org/wiki/Marie_Bashkirtseff,,,,Wiki Commons,,https://www.wikiart.org/en/marie-bashkirtseff/the-meeting-1884/,FALSE,backend/images/FRA/children_artwork/A_meeting.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek,GRC,Greece,GRC,Nikolaos Gyzis,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,Peek-a-Boo,Keep,,https://upload.wikimedia.org/wikipedia/commons/3/37/Detail_from_%22Peek-a-Boo%22_%281882%29_-_Nikolaos_Gyzis_%281842-1901%29.jpg,https://commons.wikimedia.org/wiki/File:Detail_from_%22Peek-a-Boo%22_(1882)_-_Nikolaos_Gyzis_(1842-1901).jpg,"Maybe based on his family, so Greece, but painted in Germany",https://en.wikipedia.org/wiki/Nikolaos_Gyzis,,,,Wiki Commons,,https://www.wikiart.org/en/nikolaos-gyzis/boy-with-cherries-1888/,FALSE,backend/images/GRC/children_artwork/Peek-a-Boo_likely_modeled_by_artists_family.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek,GRC,Greece,GRC,Nikolaos Gyzis,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,Boy with cherries,Keep,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Gysis_Nikolaos_Boy_with_cherries.jpg,https://commons.wikimedia.org/wiki/File:Gysis_Nikolaos_Boy_with_cherries.jpg,,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,,,,Wiki Commons,But love,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek,GRC,Greece,GRC,Nikolaos Gyzis,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,Stepmother,Keep,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Gyzis_Nikolaos_The_Step_Mother.jpg,https://commons.wikimedia.org/wiki/File:Gyzis_Nikolaos_The_Step_Mother.jpg,,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,,,,Wiki Commons,But love,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek,GRC,German,DEU,Georgios Jakobides,https://en.wikipedia.org/wiki/Georgios_Jakobides,Kou-Kou,Keep,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kou-Kou_by_Georgios_Iakovidis.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Kou-Kou%20by%20Georgios%20Iakovidis.jpg,"Painted in Germany, Greece",,1853-01-11,1932-12-13,Chidira,Wiki Commons,,,FALSE,backend/images/GRC/children_artwork/Kou-Kou.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Greece,GRC,Ludwig Thiersch,,Q30078729,No,,https://upload.wikimedia.org/wikipedia/commons/3/3f/Ludwig_Thiersch_-_Die_Frau_des_K%C3%BCnstlers_mit_Kind_-_15153_-_Bavarian_State_Painting_Collections.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Ludwig%20Thiersch%20-%20Die%20Frau%20des%20K%C3%BCnstlers%20mit%20Kind%20-%2015153%20-%20Bavarian%20State%20Painting%20Collections.jpg,,,1825-04-12,1909-05-10,Munich,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Greece,GRC,Georgios Jakobides,,Der böse Enkel,No,,https://upload.wikimedia.org/wikipedia/commons/9/99/The_Naughty_Grandson.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/The%20Naughty%20Grandson.jpg,,,1853-01-11,1932-12-13,Chidira,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hungary,HUN,Mihály Munkácsy (1844–1900),,,No,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Munk%C3%A1csyKopulono.jpg,https://commons.wikimedia.org/wiki/File:Munk%C3%A1csyKopulono.jpg,Hungarian but also worked in Paris,https://en.wikipedia.org/wiki/Mih%C3%A1ly_Munk%C3%A1csy,,,,Wiki Commons,,https://www.wikiart.org/en/mihaly-munkacsy/churning-woman-1873/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,HUN,Hungary,HUN,Bertalan Székely,https://en.wikipedia.org/wiki/Bertalan_Sz%C3%A9kely,Ágoston Székely,Keep,,https://upload.wikimedia.org/wikipedia/commons/5/59/Sz%C3%A9kely_Portrait_of_%C3%81goston_Sz%C3%A9kely.jpg,https://commons.wikimedia.org/wiki/File:Sz%C3%A9kely_Portrait_of_%C3%81goston_Sz%C3%A9kely.jpg,Born and died in Hungary,https://en.wikipedia.org/wiki/Bertalan_Sz%C3%A9kely,,,,Wiki Commons,,,FALSE,backend/images/HUN/children_artwork/Ágoston_Székely.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hungary,HUN,Philip de László,,Portrait of a Lady and her Daughter,No,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Kapnist_Nadejda_nee_Stenbock-Fermor.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Kapnist%20Nadejda%20nee%20Stenbock-Fermor.jpg,,,1869-04-30,1937-11-22,Pest,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,India,IND,Amrita Sher-Gil (1913–1941),,Group of Three Girls,No,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Amrita_Sher-Gil_Group_of_Three_Girls.jpg,https://commons.wikimedia.org/wiki/File:Amrita_Sher-Gil_Group_of_Three_Girls.jpg,Indian girls (artist is Hungarian Indian),https://en.wikipedia.org/wiki/Amrita_Sher-Gil,,,,Wiki Commons,,https://www.wikiart.org/en/amrita-sher-gil/three-girls-1935/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iranian,IRN,Iran,IRN,Mirza Abolhassan Khan Ghaffari,https://en.wikipedia.org/wiki/Abu%27l-Hasan_Sani_al-Mulk,The Physician Mirza Abolfazl Kāshāni visiting his patient,Keep,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Tabib_kashani_-_Saniolmolk.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tabib%20kashani%20-%20Saniolmolk.jpg,,,1814-01-01,1866-01-01,Kashan,Wiki Commons,,,FALSE,backend/images/IRN/children_artwork/The_Physician_Mirza_Abolfazl_Kāshāni_visiting_his_patient.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ireland,IRL,Rose Maynard Barton,,Almond Blossom in London,No,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Rose_Barton_-_Almond_Blossom_in_London.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Barton%20-%20Almond%20Blossom%20in%20London.jpg,,,1856-04-21,1929-01-01,County Tipperary,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican,MEX,Mexico,MEX,Miguel Cabrera,https://en.wikipedia.org/wiki/Miguel_Cabrera_(painter),"De español y mestiza, castiza.",Keep,,https://upload.wikimedia.org/wikipedia/commons/4/49/De_espa%C3%B1ol_y_mestiza%2C_castiza.jpg,"https://commons.wikimedia.org/wiki/File:De_espa%C3%B1ol_y_mestiza,_castiza.jpg","Born, died Mexico",https://en.wikipedia.org/wiki/Miguel_Cabrera_(painter),,,,Wiki Commons,,https://www.wikiart.org/en/miguel-cabrera/de-espa-ol-y-mestiza-castiza-1763/,FALSE,backend/images/MEX/children_artwork/De_español_y_mestiza_castiza.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mexico,MEX,José María Estrada,,Portrait of Manuela Gutiérrez,No,,https://upload.wikimedia.org/wikipedia/commons/7/77/Jos%C3%A9_Mar%C3%ADa_Estrada_-_Portrait_of_Manuela_Guti%C3%A9rrez_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Estrada%20-%20Portrait%20of%20Manuela%20Guti%C3%A9rrez%20-%20Google%20Art%20Project.jpg,,,1810-01-01,1862-01-01,,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German,DEU,Netherlands,NLD,Max Liebermann,https://en.wikipedia.org/wiki/Max_Liebermann,Amsterdamer Waisenmädchen im Garten,Keep,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Liebermann_Amsterdam_M%C3%A4dchen_im_Garten.jpg,https://commons.wikimedia.org/wiki/File:Liebermann_Amsterdam_M%C3%A4dchen_im_Garten.jpg,Artist German but painted in amsterdam,https://en.wikipedia.org/wiki/Max_Liebermann,,,,Wiki Commons,,https://www.wikiart.org/en/max-liebermann/the-artist-s-granddaughter-at-the-table-1923/,FALSE,backend/images/DEU/children_artwork/Amsterdamer_Waisenmädchen_im_Garten.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German,DEU,Netherlands,NLD,Max Liebermann,https://en.wikipedia.org/wiki/Max_Liebermann,Kleinkinderschule (Nursery),Keep,,https://upload.wikimedia.org/wikipedia/commons/3/36/Max_Liebermann_-_Kleinkinderschule.jpg,https://commons.wikimedia.org/wiki/File:Max_Liebermann_-_Kleinkinderschule.jpg,Germain artist working in the Netherlands,https://en.wikipedia.org/wiki/Max_Liebermann,,,,Wiki Commons,,,FALSE,backend/images/DEU/children_artwork/Kleinkinderschule_Nursery.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealanders,NZL,New Zealand,NZL,Frances Hodgkins ,https://en.wikipedia.org/wiki/Frances_Hodgkins,Child in a pram,Keep,,https://upload.wikimedia.org/wikipedia/commons/6/60/Frances_Hodgkins_-_Child_in_a_pram_-_1956-20-4_-_Auckland_Art_Gallery.jpg,https://commons.wikimedia.org/wiki/File:Frances_Hodgkins_-_Child_in_a_pram_-_1956-20-4_-_Auckland_Art_Gallery.jpg,Also lived in uk/france,https://en.wikipedia.org/wiki/Frances_Hodgkins,,,,Wiki Commons,,,FALSE,backend/images/NZL/children_artwork/Child_in_a_pram.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech-New Zealanders,NZL,New Zealand,NZL,Gottfried Lindauer,https://en.wikipedia.org/wiki/Gottfried_Lindauer,Ana Rupene and child,Keep,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Gottfried_Lindauer_-_Ana_Rupene_and_Child_OU_PTRM_1938_35_1881.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gottfried%20Lindauer%20-%20Ana%20Rupene%20and%20Child%20OU%20PTRM%201938%2035%201881.jpg,,,1839-01-05,1926-06-13,Plzeň,Wiki Commons,,,FALSE,backend/images/NZL/children_artwork/Ana_Rupene_and_child.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwegian,NOR,Norway,NOR,Oda Krohg ,https://en.wikipedia.org/wiki/Oda_Krohg,Oda krohg aftenposten ( A Subscriber to the Aftenposten ),Keep,,https://upload.wikimedia.org/wikipedia/commons/8/84/Oda_krohg_aftenposten_1887.jpg,https://commons.wikimedia.org/wiki/File:Oda_krohg_aftenposten_1887.jpg,Born and died in Norway,https://en.wikipedia.org/wiki/Oda_Krohg,,,,Wiki Commons,,https://www.wikiart.org/en/oda-krohg/a-subscriber-to-the-aftenposten-1887/,FALSE,backend/images/NOR/children_artwork/Oda_krohg_aftenposten_ A_Subscriber_to_the_Aftenposten .jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestinian,PSE,Palestine,PSE,Karimeh Abbud,https://en.wikipedia.org/wiki/Karimeh_Abbud," Bethel, Group of Children",Keep,,https://upload.wikimedia.org/wikipedia/commons/b/be/Abbud21B.png,https://commons.wikimedia.org/wiki/File:Abbud21B.png,Bethel,https://en.wikipedia.org/wiki/Karimeh_Abbud,,,,Wiki Commons,,https://www.wikiart.org/en/karimeh-abbud/a-palestinian-lady-from-ramallah/,FALSE,backend/images/PSE/children_artwork/Bethel_Group_of_Children.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Filipino,PHL,Philippines,PHL,Miguel Zaragoza,https://www.jstor.org/stable/29791905,Juego de niños (child’s play),Keep,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Juego_de_ni%C3%B1os%2C_de_Miguel_Zaragoza_y_Aranquizna_%28Museo_del_Prado%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Juego%20de%20ni%C3%B1os%2C%20de%20Miguel%20Zaragoza%20y%20Aranquizna%20%28Museo%20del%20Prado%29.jpg,,,1842-09-29,1923-03-05,Gapan,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polish,POL,Poland,POL,Leon Wyczółkowski ,https://en.wikipedia.org/wiki/Leon_Wycz%C3%B3%C5%82kowski,Św Brat Alber (St. Brother Albert),Keep,,https://upload.wikimedia.org/wikipedia/commons/9/9e/%C5%9Aw_Brat_Albert_by_Leon_Wycz%C3%B3%C5%82kowski_%281901-1902%29.jpg,https://commons.wikimedia.org/wiki/File:%C5%9Aw_Brat_Albert_by_Leon_Wycz%C3%B3%C5%82kowski_(1901-1902).jpg,"Lived, died Pland",https://en.wikipedia.org/wiki/Leon_Wycz%C3%B3%C5%82kowski,1852,1852,,Wiki Commons,,https://www.wikiart.org/en/leon-wyczolkowski/portret-sw-brata-alberta-adam-chmielowski-1934/,FALSE,backend/images/POL/children_artwork/Św_Brat_Alber_St_Brother_Albert.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Portuguese ,PRT,Portugal,PRT,Columbano Bordalo Pinheiro,https://en.wikipedia.org/wiki/Columbano_Bordalo_Pinheiro,Refeição interrompida (Interrupted meal),Keep,,https://upload.wikimedia.org/wikipedia/commons/5/50/Columbano_Bordalo_Pinheiro_-_Refei%C3%A7%C3%A3o_Interrompida.jpg,https://commons.wikimedia.org/wiki/File:Columbano_Bordalo_Pinheiro_-_Refei%C3%A7%C3%A3o_Interrompida.jpg,Born died Portugal,https://en.wikipedia.org/wiki/Columbano_Bordalo_Pinheiro,,,,Wiki Commons,,https://www.wikiart.org/en/columbano-bordalo-pinheiro/refei-o-interrompida-1883/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Portuguese ,PRT,France,FRA,José Júlio de Sousa Pinto,https://en.wikipedia.org/wiki/Jos%C3%A9_J%C3%BAlio_de_Souza_Pinto,La Récolte des pommes de terre (The Potato Harvest),Keep,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Jos%C3%A9_J%C3%BAlio_de_Souza_Pinto_%281856%E2%80%941939%29._Potatoes.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20J%C3%BAlio%20de%20Souza%20Pinto%20%281856%E2%80%941939%29.%20Potatoes.jpg,,,1856-09-15,1939-04-14,Angra do Heroísmo,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romanian,ROU,Romania,ROU,Nicolae Grigorescu,https://en.wikipedia.org/wiki/Nicolae_Grigorescu,Girls Spinning at the Gate,Keep,,https://upload.wikimedia.org/wikipedia/commons/9/93/Nicolae_Grigorescu_-_Fete_lucrand_la_poarta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Nicolae%20Grigorescu%20-%20Fete%20lucrand%20la%20poarta.jpg,,,1838-05-15,1907-07-21,Pitaru,Wiki Commons,,,FALSE,backend/images/ROU/children_artwork/Girls_Spinning_at_the_Gate.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Romania,ROU,Nicolae Grigorescu,,Portrait of a little girl,No,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Nicolae_Grigorescu_029.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Nicolae%20Grigorescu%20029.jpg,,,1838-05-15,1907-07-21,Pitaru,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romanian,ROU,Romania,ROU,Theodor Aman,https://en.wikipedia.org/wiki/Theodor_Aman,Professor George Capșa at the age of 8,Keep,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Theodor_Aman_-_Profesorul_George_Cap%C8%99a_la_v%C3%A2rsta_de_8_ani.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20Aman%20-%20Profesorul%20George%20Cap%C8%99a%20la%20v%C3%A2rsta%20de%208%20ani.jpg,,,1831-03-20,1891-08-19,Câmpulung,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss,CHE,Russia,RUS,Angelica Kauffmann,https://en.wikipedia.org/wiki/Angelica_Kauffman,Portrait of Countess A.S. Protasova with her Nieces,Keep,,https://upload.wikimedia.org/wikipedia/commons/9/90/Angelika_Kauffmann_009.jpg,https://commons.wikimedia.org/wiki/File:Angelika_Kauffmann_009.jpg,Russian Duchess,https://en.wikipedia.org/wiki/Angelica_Kauffman,,,,Wiki Commons,,https://www.wikiart.org/en/angelica-kauffman/portrait-of-countess-a-s-protasova-with-her-nieces-1788/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukrainian,UKR,Russian,RUS,Vladimir Borovikovsky,https://en.wikipedia.org/wiki/Vladimir_Borovikovsky,Portrait of an unknown woman with a child.,Keep,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Vladimir_Borovikovsky_011.jpg,https://commons.wikimedia.org/wiki/File:Vladimir_Borovikovsky_011.jpg,Lived in Russia,https://en.wikipedia.org/wiki/Vladimir_Borovikovsky,,,,Wiki Commons,,https://www.wikiart.org/en/vladimir-borovikovsky/naryshkina-elena,FALSE,backend/images/UKR/children_artwork/Portrait_of_an_unknown_woman_with_a_child.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,KOR,South Korea,KOR,Shin Yun-bok,https://en.wikipedia.org/wiki/Sin_Yunbok, Woman with a jango,Keep,,https://upload.wikimedia.org/wikipedia/commons/9/97/Hyewon-jangos.ibeun.yeoin.jpg,https://commons.wikimedia.org/wiki/File:Hyewon-jangos.ibeun.yeoin.jpg,Korean artist,https://en.wikipedia.org/wiki/Sin_Yunbok,,,,Wiki Commons,,https://www.wikiart.org/en/yoon-bok-shin/woman-with-a-jangot-1800/,FALSE,backend/images/KOR/children_artwork/Woman_with_a_jango.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Spain,ESP,Diego Velázquez,,Three Musicians,No,,https://upload.wikimedia.org/wikipedia/commons/1/15/Diego_Rodr%C3%ADguez_de_Silva_y_Vel%C3%A1zquez_%281599_-_1660%29_-_The_Three_Musicians_-_413F_-_Gem%C3%A4ldegalerie.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Rodr%C3%ADguez%20de%20Silva%20y%20Vel%C3%A1zquez%20%281599%20-%201660%29%20-%20The%20Three%20Musicians%20-%20413F%20-%20Gem%C3%A4ldegalerie.jpg,,,1599-06-06,1660-08-06,Seville,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swedish,SWE,Sweden,SWE,Carl Larsson,https://en.wikipedia.org/wiki/Carl_Larsson,Say Hello to the Gentleman!,Keep,,https://upload.wikimedia.org/wikipedia/commons/5/52/Say_Hello_to_the_Gentleman%21_.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Say%20Hello%20to%20the%20Gentleman%21%20.jpg,,,1853-05-28,1919-01-22,Storkyrkoförsamlingen,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkish,TUR,Turkey,TUR,Osman Hamdi Bey,https://en.wikipedia.org/wiki/Osman_Hamdi_Bey,Two Musician Girls,Keep,,https://upload.wikimedia.org/wikipedia/commons/8/87/Osman_Hamdi_Bey_-_Two_Musician_Girls_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Osman_Hamdi_Bey_-_Two_Musician_Girls_-_Google_Art_Project.jpg,Born died in ottoman empire,https://en.wikipedia.org/wiki/Osman_Hamdi_Bey,,,,Wiki Commons,,https://www.wikiart.org/en/osman-hamdi,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Ukrainian,UKR,Ukraine,UKR,Mykola Pymonenko,https://en.wikipedia.org/wiki/Mykola_Pymonenko,Vechoriye (In the evenings),Keep,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Mykola_Pymonenko-Vechoriye.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mykola%20Pymonenko-Vechoriye.jpg,,,1862-03-21,1912-04-08,Kyiv,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnish,FIN,United Kingdom,GBR,Helene Schjerfbeck,https://en.wikipedia.org/wiki/Helene_Schjerfbeck,The Convalescent,Keep,,https://upload.wikimedia.org/wikipedia/commons/0/09/Helene_Schjerfbeck_%281862-1946%29-_The_Convalescent_-_Toipilas_-_Konvalescenten_%2832721924996%29.jpg,https://commons.wikimedia.org/wiki/File:Helene_Schjerfbeck_(1862-1946)-_The_Convalescent_-_Toipilas_-_Konvalescenten_(32721924996).jpg,"Finnish artist, painted in England",https://en.wikipedia.org/wiki/Helene_Schjerfbeck,,,,Wiki Commons,,https://www.wikiart.org/en/helene-schjerfbeck/portrait-of-a-girl-1887/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rican,PRI,Puerto Rico,PRI,Jose Campeche,https://en.wikipedia.org/wiki/Jos%C3%A9_Campeche,Doña María Catalina de Urrutia,Keep,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Jos%C3%A9_Campeche_-_Do%C3%B1a_Mar%C3%ADa_Catalina_de_Urrutia.jpg,https://commons.wikimedia.org/wiki/File:Jos%C3%A9_Campeche_-_Do%C3%B1a_Mar%C3%ADa_Catalina_de_Urrutia.jpg,Puerto Rican,https://en.wikipedia.org/wiki/Jos%C3%A9_Campeche,,,,Wiki Commons,,https://www.wikiart.org/en/jose-campeche/do-a-mar-a-catalina-de-urrutia-1788/,FALSE,backend/images/PRI/children_artwork/Doña_María_Catalina_de_Urrutia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rican,PRI,Puerto Rico,PRI, Francisco Oller,https://en.wikipedia.org/wiki/Francisco_Oller,La escuela del Maestro Cordero (The school of Master Cordero),Keep,,https://upload.wikimedia.org/wikipedia/commons/7/78/La_escuela_del_Maestro_Cordero_by_Francisco_Oller.jpg,https://commons.wikimedia.org/wiki/File:La_escuela_del_Maestro_Cordero_by_Francisco_Oller.jpg,Puerto Rican,https://en.wikipedia.org/wiki/Jos%C3%A9_Campeche,,,,Wiki Commons,,https://www.wikiart.org/en/francisco-oller/the-school-of-the-teacher-1892/,FALSE,backend/images/PRI/children_artwork/La_escuela_del_Maestro_Cordero_The_school_of_Master_Cordero.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottish,GBR,United Kingdom,GBR,Margaret MacDonald,https://en.wikipedia.org/wiki/Margaret_Macdonald_Mackintosh,Summer,Keep,,https://upload.wikimedia.org/wikipedia/commons/4/42/Margaret_MacDonald_-_Summer_1897.jpg,https://commons.wikimedia.org/wiki/File:Margaret_MacDonald_-_Summer_1897.jpg,Scottish artist,https://en.wikipedia.org/wiki/Margaret_Macdonald_Mackintosh,,,,Wiki Commons,,https://www.wikiart.org/en/margaret-macdonald/summer-1897/,FALSE,backend/images/UNK/children_artwork/Summer.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottish,GBR,United Kingdom,GBR,Thomas Stuart Smith ,https://en.wikipedia.org/wiki/Thomas_Stuart_Smith,Cottage Interior,Keep,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Thomas_Stuart_Smith_%281813-1814-1869%29_-_Cottage_Interior_-_8231.000_-_Stirling_Smith_Museum_and_Art_Gallery.jpg,https://commons.wikimedia.org/wiki/File:Thomas_Stuart_Smith_(1813-1814-1869)_-_Cottage_Interior_-_8231.000_-_Stirling_Smith_Museum_and_Art_Gallery.jpg,,https://en.wikipedia.org/wiki/Thomas_Stuart_Smith,,,,Wiki Commons,,https://www.wikiart.org/en/thomas-stuart-smith/morning-h-55-9-x-w-49-6-1867/,FALSE,backend/images/GBR/children_artwork/Cottage_Interior.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Venezuelan ,VEN,Venezuela,VEN,Arturo Michelena,https://en.wikipedia.org/wiki/Arturo_Michelena,The Young Mother,Keep,Yes,https://upload.wikimedia.org/wikipedia/commons/9/9a/La_Joven_Madre_1889_by_Arturo_Michelena.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/La%20Joven%20Madre%201889%20by%20Arturo%20Michelena.jpg,,,1863-06-16,1898-07-29,Valencia,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
